images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
9773,95.07829632661414,93.99397523790036,92.96121150107436,90.94507725365804,88.92892458815103,86.97381459122069,84.68226235546913,82.73835976670418,80.45575258364883,78.23634196254989,76.08782666530234
