category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,93.89673249551166,92.68494614003589,91.69781418312387,90.17078545780971,88.73428186714544,86.21969928186715,84.64995511669659,83.03412028725316,80.60940754039497,77.87251795332136,76.1226211849192
Regularoty,7545,95.42720609675281,94.38052485089466,93.33428628230614,91.17372166998013,88.98640159045728,87.19650099403576,84.691802518224,82.6510231941683,80.41037905897946,78.3437773359841,76.07755202120609
