category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,89.67834380610414,70.73535008976661,62.431624775583494,70.82345601436265,73.20394524236984,49.90972172351885
Regularoty,Priority ,1041,96.54235350624401,76.8483381364073,82.80317963496637,86.74325648414987,81.36726224783861,63.208049951969244
Regularoty,Prohibitory,3957,93.88425574930504,65.27740712661104,62.59833965125095,72.50406873894364,72.35139499620927,47.334849633560786
Regularoty,Mandatory,1203,94.3476641729011,56.856899418121365,69.49415627597672,77.55475477971738,76.30845386533667,56.775095594347455
Regularoty,Special regulations,1344,89.0603050595238,51.2625892857143,65.54953869047617,71.87418898809523,68.67490327380952,46.65127976190476
