class,filters,error
15,snownight,51.27
74,snownight,49.03
41,snownight,64.95
90,snownight,57.28
20,snownight,61.47
12,snownight,54.08
51,snownight,41.98
30,snownight,75.87
50,snownight,54.35
52,snownight,60.33
28,snownight,44.92
57,snownight,51.02
87,snownight,32.28
79,snownight,68.93
99,snownight,63.16
35,snownight,31.43
70,snownight,56.9
100,snownight,16.67
46,snownight,64.31
81,snownight,50.0
73,snownight,59.18
39,snownight,39.39
48,snownight,50.93
0,snownight,55.28
53,snownight,26.47
32,snownight,50.28
23,snownight,65.54
43,snownight,57.41
78,snownight,59.39
91,snownight,44.07
9,snownight,0.0
62,snownight,51.52
67,snownight,70.0
36,snownight,64.29
16,snownight,59.71
37,snownight,18.71
86,snownight,49.44
63,snownight,20.89
25,snownight,23.81
5,snownight,14.29
1,snownight,45.45
40,snownight,40.43
45,snownight,66.04
31,snownight,66.11
21,snownight,47.31
24,snownight,20.0
22,snownight,61.54
54,snownight,18.75
55,snownight,39.39
56,snownight,4.17
76,snownight,11.11
89,snownight,0.0
7,snownight,30.0
77,snownight,49.28
69,snownight,63.64
42,snownight,43.59
71,snownight,33.33
6,snownight,33.33
66,snownight,24.62
59,snownight,37.04
34,snownight,47.62
68,snownight,55.56
17,snownight,32.69
19,snownight,45.28
83,snownight,52.56
11,snownight,24.44
97,snownight,50.79
61,snownight,57.14
49,snownight,37.5
33,snownight,66.67
92,snownight,8.33
38,snownight,0.0
93,snownight,3.45
72,snownight,55.81
58,snownight,33.33
75,snownight,64.71
60,snownight,57.14
102,snownight,40.0
47,snownight,14.81
29,snownight,33.33
2,snownight,31.48
18,snownight,20.0
3,snownight,9.52
27,snownight,0.0
88,snownight,25.0
26,snownight,36.36
80,snownight,66.67
96,snownight,14.29
8,snownight,33.33
13,snownight,25.0
101,snownight,0.0
44,snownight,14.29
10,snownight,7.69
64,snownight,18.18
85,snownight,11.11
65,snownight,11.11
82,snownight,0.0
4,snownight,55.56
84,snownight,0.0
98,snownight,0.0
14,snownight,0.0
94,snownight,0.0
95,snownight,0.0
