images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773,92.60219277601558,64.79033561854088,65.96720045021998,74.17274838841708,73.48760053207818,50.680671237081754
