category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,92.50489228007181,91.56214991023342,90.43975314183126,88.37531418312386,87.56608168761223,86.35561938958708,83.21341561938958,81.68653949730701,79.66924596050269,78.41046229802515,75.2680341113106
Regularoty,7545,95.04285487077536,93.84901259111994,92.6181895294897,90.76227567925777,88.77402253147781,86.67924585818423,84.58587408880051,82.43942213386347,80.4235122597747,78.42208614976805,76.01089463220674
