images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
9773,94.46426276476006,93.32766499539548,92.12156042156961,90.21810805279851,88.49864217742763,86.60546710324364,84.27298782359559,82.26778368975748,80.25155837511512,78.4194362017804,75.8415409802517
