epoch,validation_loss,validation_accuracy
1,1.3196598291397095,0.672168493270874
2,0.5942908525466919,0.8494592905044556
3,0.4236229658126831,0.8948491811752319
4,0.38967326283454895,0.9059476256370544
5,0.3670741617679596,0.9194650053977966
6,0.36606457829475403,0.9262948036193848
7,0.44055235385894775,0.9261525273323059
8,0.4081882834434509,0.9321286082267761
9,0.485004186630249,0.930705726146698
10,0.41060125827789307,0.9315595030784607
11,0.47157299518585205,0.9406659007072449
12,0.519325315952301,0.9378201365470886
13,0.6182984709739685,0.9362549781799316
14,0.604828953742981,0.9402390718460083
15,0.5974847078323364,0.9445076584815979
16,0.6398040652275085,0.9429425001144409
17,0.5611763000488281,0.9385315775871277
18,0.5814730525016785,0.9435116648674011
19,0.6105939745903015,0.9450768232345581
20,0.6264781355857849,0.9445076584815979
21,0.6394669413566589,0.9446499943733215
22,0.6502442359924316,0.9449345469474792
23,0.6603500247001648,0.945219099521637
24,0.6705540418624878,0.9453614354133606
25,0.6798571348190308,0.9455037117004395
