epoch,validation_loss,validation_accuracy
1,1.347237467765808,0.6653386354446411
2,0.5797216892242432,0.8562891483306885
3,0.4192284643650055,0.8937108516693115
4,0.3953709304332733,0.9029595851898193
5,0.3623493015766144,0.9208878874778748
6,0.4105835556983948,0.9198918342590332
7,0.39410728216171265,0.9288560152053833
8,0.4072462022304535,0.9314171671867371
9,0.5119103789329529,0.928429126739502
10,0.5079436302185059,0.9325554966926575
11,0.5169267654418945,0.9356858134269714
12,0.46379202604293823,0.9354012608528137
13,0.5143117308616638,0.9423733353614807
14,0.5450924634933472,0.9416618943214417
15,0.5585047602653503,0.9440808296203613
16,0.5732385516166687,0.9446499943733215
17,0.5986335873603821,0.945219099521637
18,0.6174505949020386,0.9449345469474792
19,0.6326540112495422,0.9455037117004395
20,0.6490623950958252,0.9445076584815979
21,0.6616517901420593,0.9446499943733215
22,0.6747499108314514,0.9442231059074402
23,0.6862738132476807,0.9440808296203613
24,0.699867844581604,0.9442231059074402
25,0.7130656838417053,0.9440808296203613
