epoch,model_52,model_49,model_42
1,1.903390884399414,1.3196598291397095,1.347237467765808
2,0.7511209845542908,0.5942908525466919,0.5797216892242432
3,0.5056679844856262,0.4236229658126831,0.4192284643650055
4,0.37185364961624146,0.38967326283454895,0.3953709304332733
5,0.35258567333221436,0.3670741617679596,0.3623493015766144
6,0.3101424276828766,0.36606457829475403,0.4105835556983948
7,0.3356763422489166,0.44055235385894775,0.39410728216171265
8,0.40122470259666443,0.4081882834434509,0.4072462022304535
9,0.4023796319961548,0.485004186630249,0.5119103789329529
10,0.42608365416526794,0.41060125827789307,0.5079436302185059
11,0.3695390820503235,0.47157299518585205,0.5169267654418945
12,0.48464396595954895,0.519325315952301,0.46379202604293823
13,0.40317869186401367,0.6182984709739685,0.5143117308616638
14,0.4755421578884125,0.604828953742981,0.5450924634933472
15,0.4610316753387451,0.5974847078323364,0.5585047602653503
16,0.5308520197868347,0.6398040652275085,0.5732385516166687
17,0.5548771023750305,0.5611763000488281,0.5986335873603821
18,0.5779987573623657,0.5814730525016785,0.6174505949020386
19,0.5955315828323364,0.6105939745903015,0.6326540112495422
20,0.6131405830383301,0.6264781355857849,0.6490623950958252
21,0.6253486275672913,0.6394669413566589,0.6616517901420593
22,0.6414458751678467,0.6502442359924316,0.6747499108314514
23,0.651942789554596,0.6603500247001648,0.6862738132476807
24,0.6659905314445496,0.6705540418624878,0.699867844581604
25,0.6778669953346252,0.6798571348190308,0.7130656838417053
26,0.6900805830955505, , 
