filter,noise_52,noise_49,noise_42,baseline_52,baseline_49,baseline_42,norm_52,norm_49,norm_42,homo_52,homo_49,homo_42
Original,90.55564309833215,87.0862815921416,88.69274941164433,90.2493645758723,89.83884682287938,88.81563388928681,94.93477130870768,94.47424025376034,95.25189092397422,93.52285787373376,91.90623861659675,90.13647600532079
fog,77.51882226542513,72.96579862887548,67.5435884579965,39.87463317302773,39.35243118796685,42.46372352399468,52.35855213342884,53.93395170367338,51.417524813261025,36.611384426481116,35.24078379208022,37.532237798014926
night,84.30345441522562,80.07737439885399,80.39376752276681,83.77153074797913,79.77068351580888,71.10425253248746,92.67351785531565,91.55869231556328,92.1920802210171,85.21488079402432,83.68971758927658,75.6577018315768
rain,85.41901974828609,79.57701831576792,81.33611992223474,82.66616289777959,82.06269518059962,78.57396807530954,88.39681469354345,88.33475391384427,88.89845697329378,90.72980865650263,88.9697912616392,87.32192264401921
snow,67.3798280978205,54.89611480609844,62.60122991916505,65.61903816637674,68.00393430880997,59.76757802107849,69.69198096797298,72.40340939322624,68.82194720147345,82.49162693134144,82.12433950680446,78.00026706231453
day,90.3917026501586,87.04624168627852,88.31529315460963,90.01364985163207,89.65461066202802,88.60021794740611,94.966472935639,94.41303386882227,95.1804809168116,92.70454415225622,90.99647191241172,89.14420955694258
