images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
9773,92.39708687199428,89.55304512432211,88.17127187148267,86.31970121764044,83.35178348511204,79.12709812749412,72.40297656809578,62.14050547426585,45.77902281796786,25.088633991609537,3.253952726900645
