category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,91.65121184919208,91.11152603231598,91.06906193895871,90.75346499102334,90.8448922800718,90.12591113105924,90.30465888689409,89.98983393177737,90.17055206463196,89.99100538599643,88.8234829443447
Regularoty,7545,93.61085487077536,93.29365275016566,93.2134870775348,93.02892776673292,92.76306693174286,92.52524585818425,92.76368588469185,92.24662955599734,92.03384095427435,91.94155997349239,91.69057388999337
