images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
9773,93.1641051877622,92.79618233909753,92.7246116852553,92.51017906477027,92.32577100173945,91.97825744397832,92.20308912309424,91.7321364985163,91.60905760769467,91.49688222654252,91.03694873631434
