images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
9773,94.4019983628364,93.50291210477847,91.7844408063031,90.09530236365497,88.20173948633992,86.03228179678707,83.75127187148264,81.68494525734164,79.8730635424128,77.1403448275862,75.42225621610561
