category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,92.95334829443446,92.19045332136444,90.4854712746858,89.31712298025136,87.5235592459605,86.62548922800718,83.66298473967686,81.64413375224416,80.47617145421904,77.87129263913825,76.84071364452424
Regularoty,7545,94.8297773359841,93.89047448641486,92.16801988071572,90.32509476474485,88.4020026507621,85.85711066931744,83.77734261100065,81.69699668654738,79.69496885354542,76.92449966865475,75.00339297548047
