category,images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
Dangerous warning,2228,93.04354129263913,82.58496409335729,77.24317324955116,71.31774236983843,62.25142280071814,50.71723070017953,37.56702423698384,21.904421005385995,10.682096050269301,3.0972666068222616,0.8086894075403951
Regularoty,7545,94.76586083499008,84.41284691848907,79.48314115308152,73.29354937044403,64.8905407554672,53.70451159708416,40.953443339960245,26.785334658714383,13.717349237905896,6.26864280980782,3.5645248508946312
