images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773,93.07258364882843,65.05704184999487,66.84759439271464,74.95152153893379,73.18132405607285,53.37150721375218
