category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,91.29399012567325,67.68308797127469,60.50370736086176,71.27485637342906,72.93584829443446,52.82720377019747
Regularoty,Priority ,1041,95.48319884726226,80.11800192122958,83.86158501440923,89.3361479346782,83.19139289145052,66.76402497598463
Regularoty,Prohibitory,3957,93.93516047510744,64.6458124842052,63.482143037654794,71.56912054586807,71.66992671215567,50.745259034622194
Regularoty,Mandatory,1203,95.51008312551956,60.42999168744805,72.56897755610972,79.96773898586866,76.55867830423938,57.35786367414796
Regularoty,Special regulations,1344,89.4325,54.39058779761905,68.97325148809523,75.3732961309524,67.26174107142857,48.06464285714285
