images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
9773,94.15697840990484,93.53317814386577,93.21593267164637,93.12425764862375,92.81697943313212,92.38733040008186,91.89556021692417,91.44571267778574,90.44249155837511,89.3900941369078,88.39645861045739
