category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,92.72820466786355,92.81833482944344,92.54890484739674,92.50511669658886,92.50494165170554,92.63939856373429,92.27859964093358,92.36909784560143,92.41401256732496,91.87655296229802,90.66460053859964
Regularoty,7545,94.57888800530152,93.74426772697151,93.41290258449304,93.30708681245859,92.90912259774686,92.3128959575878,91.78245062955598,91.17304174950299,89.86031146454606,88.65585553346587,87.72668787276342
