class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
64,81.82,45.45,45.45,45.45,36.36,27.27,27.27,27.27,27.27,9.09,0.0,11
65,66.67,55.56,55.56,55.56,44.44,33.33,33.33,33.33,11.11,11.11,11.11,9
66,88.46,86.92,83.08,82.31,76.92,74.62,72.31,71.54,66.15,63.08,61.54,130
67,100.0,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,180
68,94.44,94.44,94.44,94.44,94.44,94.44,94.44,97.22,94.44,94.44,94.44,36
69,72.73,72.73,63.64,63.64,63.64,63.64,63.64,63.64,72.73,63.64,72.73,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24
72,97.67,97.67,97.67,96.51,96.51,96.51,96.51,96.51,96.51,94.19,95.35,86
73,97.96,97.96,95.92,95.92,95.92,95.92,95.92,95.92,93.88,95.92,97.96,49
74,96.6,96.12,95.63,95.63,95.15,93.69,94.17,93.2,90.78,87.38,82.04,206
75,86.27,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,86.27,51
76,88.89,94.44,94.44,94.44,94.44,88.89,83.33,83.33,72.22,61.11,55.56,18
77,90.58,87.68,87.68,88.41,86.96,84.78,83.33,82.61,78.26,80.43,80.43,138
78,98.48,98.48,98.48,98.48,98.48,97.97,97.97,96.95,96.95,96.45,96.45,197
79,93.2,93.2,93.2,93.2,93.2,93.2,93.2,93.2,92.23,91.26,91.26,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,66.67,3
81,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,88.89,88.89,88.89,36
82,85.71,100.0,100.0,100.0,100.0,100.0,100.0,71.43,28.57,14.29,14.29,7
83,92.31,89.74,91.03,91.03,91.03,91.03,91.03,89.74,85.9,88.46,89.74,78
84,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,50.0,4
85,33.33,22.22,22.22,33.33,33.33,33.33,33.33,33.33,33.33,33.33,44.44,9
86,94.94,91.57,91.57,91.01,89.89,89.33,87.08,84.27,84.27,77.53,75.28,178
87,73.42,62.66,60.13,60.76,58.23,57.59,53.16,51.27,52.53,48.1,47.47,158
88,75.0,71.43,78.57,75.0,75.0,75.0,75.0,75.0,75.0,75.0,71.43,28
89,100.0,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,8
90,98.22,97.41,97.25,97.25,96.76,96.12,96.12,94.66,92.23,90.78,89.32,618
91,83.05,86.44,84.75,89.83,88.14,88.14,86.44,88.14,84.75,88.14,84.75,59
92,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,12
93,68.97,55.17,56.9,48.28,41.38,32.76,32.76,29.31,27.59,27.59,27.59,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,14.29,14.29,14.29,28.57,28.57,28.57,28.57,28.57,28.57,28.57,7
97,88.89,85.71,85.71,84.13,84.13,82.54,82.54,82.54,79.37,77.78,74.6,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,3
99,94.74,94.74,94.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19
100,83.33,83.33,83.33,83.33,66.67,66.67,66.67,50.0,50.0,66.67,83.33,6
101,100.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,20.0,0.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
