images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.63953545482453,41.95207203519901,36.68210682492582,46.66974112350354,65.38425355571471,29.765596029878232
