category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,92.81926840215439,47.84581687612208,38.01705565529622,49.012697486535004,68.2225987432675,32.63013016157989
Regularoty,Priority ,1041,97.60014409221903,61.477665706051866,50.62372718539865,62.15320845341018,73.00354466858788,39.480854947166186
Regularoty,Prohibitory,3957,95.4526787970685,39.06979277230225,31.285761940864294,40.61109173616377,62.92692191053828,26.762365428354812
Regularoty,Mandatory,1203,95.17797173732335,36.40904405652535,39.731379883624264,49.04529509559436,67.82983374896094,30.839401496259345
Regularoty,Special regulations,1344,92.4879092261905,30.505669642857146,36.82910714285714,46.50447916666667,59.82332589285715,25.372909226190476
