class,filters,error
7,rainnight,30.0
31,rainnight,74.44
51,rainnight,62.55
74,rainnight,61.65
36,rainnight,73.38
28,rainnight,59.77
48,rainnight,73.15
46,rainnight,60.0
63,rainnight,49.78
87,rainnight,55.7
21,rainnight,65.59
50,rainnight,67.63
71,rainnight,54.17
30,rainnight,83.29
77,rainnight,61.59
55,rainnight,48.92
32,rainnight,62.92
6,rainnight,60.0
11,rainnight,51.11
16,rainnight,75.09
19,rainnight,67.92
86,rainnight,56.18
67,rainnight,60.56
68,rainnight,72.22
45,rainnight,78.11
90,rainnight,72.01
43,rainnight,68.52
60,rainnight,60.32
37,rainnight,48.92
23,rainnight,81.54
78,rainnight,72.08
20,rainnight,77.92
49,rainnight,62.5
52,rainnight,72.52
91,rainnight,52.54
40,rainnight,70.21
53,rainnight,46.22
66,rainnight,43.85
42,rainnight,74.36
22,rainnight,76.92
73,rainnight,85.71
1,rainnight,65.91
80,rainnight,33.33
61,rainnight,67.86
72,rainnight,79.07
57,rainnight,65.82
2,rainnight,57.41
97,rainnight,60.32
12,rainnight,74.49
17,rainnight,51.92
25,rainnight,52.38
34,rainnight,85.71
41,rainnight,84.54
0,rainnight,81.3
93,rainnight,22.41
15,rainnight,65.19
79,rainnight,67.96
47,rainnight,29.63
70,rainnight,81.03
75,rainnight,76.47
102,rainnight,64.0
54,rainnight,18.75
29,rainnight,42.11
83,rainnight,43.59
99,rainnight,63.16
64,rainnight,27.27
81,rainnight,72.22
56,rainnight,16.67
82,rainnight,57.14
89,rainnight,50.0
69,rainnight,63.64
84,rainnight,0.0
59,rainnight,33.33
8,rainnight,66.67
3,rainnight,47.62
35,rainnight,51.43
24,rainnight,40.0
33,rainnight,38.89
14,rainnight,33.33
95,rainnight,0.0
39,rainnight,72.73
88,rainnight,57.14
38,rainnight,66.67
44,rainnight,42.86
100,rainnight,0.0
76,rainnight,55.56
85,rainnight,11.11
62,rainnight,63.64
65,rainnight,33.33
92,rainnight,8.33
4,rainnight,66.67
58,rainnight,25.0
96,rainnight,28.57
5,rainnight,71.43
26,rainnight,68.18
98,rainnight,66.67
10,rainnight,76.92
101,rainnight,20.0
27,rainnight,11.76
18,rainnight,60.0
94,rainnight,0.0
9,rainnight,33.33
13,rainnight,50.0
