category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,91.15964991023341,90.93277827648114,90.44020197486535,90.79902154398565,91.11344703770197,90.70811041292639,90.44085727109515,89.72040394973071,89.67735188509876,88.64469479353681,87.02922351885098
Regularoty,7545,93.47884426772698,93.26647581179589,93.25390059642147,93.29346454605698,93.09483764082172,92.90827037773363,92.55165937707092,91.96784758117958,91.31896222664015,90.11264678595097,88.46989927104042
