class,filters,error
36,Original,97.4
52,Original,96.69
90,Original,97.25
55,Original,95.67
51,Original,93.0
78,Original,97.97
50,Original,92.27
73,Original,93.88
32,Original,96.35
21,Original,94.62
93,Original,67.24
77,Original,88.41
33,Original,83.33
20,Original,97.84
30,Original,97.68
48,Original,93.21
97,Original,87.3
71,Original,100.0
63,Original,96.89
45,Original,99.62
74,Original,96.6
23,Original,96.62
70,Original,98.28
59,Original,100.0
67,Original,100.0
53,Original,88.66
24,Original,50.0
46,Original,96.86
88,Original,89.29
39,Original,78.79
57,Original,93.88
87,Original,94.3
41,Original,91.75
16,Original,93.04
28,Original,97.27
29,Original,70.18
79,Original,94.17
0,Original,98.37
86,Original,96.07
81,Original,86.11
76,Original,77.78
40,Original,80.85
9,Original,33.33
72,Original,96.51
49,Original,91.07
31,Original,87.78
15,Original,93.04
22,Original,83.08
66,Original,81.54
12,Original,91.84
37,Original,96.4
1,Original,90.91
94,Original,33.33
17,Original,82.69
75,Original,92.16
4,Original,66.67
25,Original,76.19
19,Original,91.51
85,Original,33.33
42,Original,91.03
43,Original,100.0
7,Original,82.5
5,Original,57.14
6,Original,93.33
2,Original,81.48
91,Original,91.53
61,Original,91.07
62,Original,84.85
60,Original,88.89
26,Original,95.45
56,Original,70.83
47,Original,77.78
3,Original,66.67
82,Original,71.43
68,Original,88.89
102,Original,96.0
64,Original,72.73
101,Original,100.0
11,Original,86.67
83,Original,96.15
38,Original,100.0
84,Original,0.0
10,Original,84.62
34,Original,100.0
35,Original,91.43
89,Original,37.5
54,Original,62.5
27,Original,5.88
99,Original,84.21
98,Original,100.0
69,Original,72.73
96,Original,57.14
14,Original,66.67
44,Original,71.43
65,Original,66.67
92,Original,8.33
58,Original,83.33
13,Original,75.0
18,Original,100.0
80,Original,100.0
95,Original,33.33
8,Original,66.67
100,Original,33.33
