images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.46426276476006,40.89772945871278,32.52825744397831,41.942142637879876,62.66192673692827,25.72407244448992
