class,filters,error
90,snownight,90.61
52,snownight,83.88
63,snownight,52.89
67,snownight,85.0
50,snownight,81.64
45,snownight,94.34
28,snownight,80.86
16,snownight,86.81
83,snownight,70.51
29,snownight,52.63
48,snownight,83.95
21,snownight,81.72
81,snownight,94.44
93,snownight,37.93
30,snownight,95.59
57,snownight,78.06
36,snownight,90.91
70,snownight,87.93
53,snownight,53.78
99,snownight,89.47
91,snownight,72.88
74,snownight,78.64
87,snownight,40.51
22,snownight,84.62
72,snownight,90.7
42,snownight,84.62
75,snownight,82.35
55,snownight,67.97
20,snownight,83.55
46,snownight,78.43
49,snownight,85.71
31,snownight,76.11
15,snownight,77.22
86,snownight,73.6
32,snownight,83.43
97,snownight,76.19
51,snownight,75.31
37,snownight,90.65
64,snownight,27.27
19,snownight,78.3
59,snownight,92.59
58,snownight,91.67
65,snownight,0.0
0,snownight,92.68
77,snownight,73.91
41,snownight,91.75
102,snownight,84.0
79,snownight,84.47
23,snownight,90.77
2,snownight,53.7
78,snownight,85.79
73,snownight,93.88
66,snownight,57.69
61,snownight,82.14
12,snownight,80.61
60,snownight,69.84
39,snownight,81.82
54,snownight,18.75
35,snownight,82.86
88,snownight,71.43
1,snownight,79.55
17,snownight,82.69
34,snownight,100.0
11,snownight,64.44
76,snownight,55.56
26,snownight,86.36
6,snownight,75.0
25,snownight,85.71
96,snownight,71.43
47,snownight,62.96
62,snownight,84.85
43,snownight,83.33
56,snownight,41.67
4,snownight,77.78
14,snownight,0.0
7,snownight,32.5
68,snownight,83.33
33,snownight,83.33
92,snownight,0.0
5,snownight,57.14
8,snownight,0.0
24,snownight,60.0
69,snownight,72.73
40,snownight,85.11
3,snownight,38.1
89,snownight,50.0
71,snownight,83.33
10,snownight,92.31
84,snownight,0.0
27,snownight,0.0
82,snownight,57.14
80,snownight,33.33
44,snownight,71.43
98,snownight,100.0
100,snownight,0.0
85,snownight,55.56
38,snownight,55.56
95,snownight,0.0
13,snownight,0.0
94,snownight,0.0
18,snownight,0.0
9,snownight,0.0
101,snownight,40.0
