category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,92.50489228007181,43.71545332136445,31.777459605026927,40.52883303411131,64.63170556552963,27.334730700179534
Regularoty,Priority ,1041,96.54192122958693,58.11814601344862,48.31794428434198,60.136109510086456,73.77148895292987,32.754870317002876
Regularoty,Prohibitory,3957,95.70354056103108,39.39787465251454,28.582479150871876,37.579001769016934,59.71736163760424,23.249944402324996
Regularoty,Mandatory,1203,95.75961762261014,39.65017456359102,36.323915211970075,44.80487115544472,67.08149625935162,26.433948462177888
Regularoty,Special regulations,1344,91.29499255952382,28.421086309523808,29.762619047619044,40.47638392857143,55.50506696428572,24.257209821428578
