class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
0,99.19,39.02,33.33,36.59,70.73,23.58,123
1,90.91,40.91,22.73,27.27,59.09,11.36,44
2,87.04,31.48,12.96,40.74,57.41,22.22,54
3,66.67,33.33,9.52,9.52,28.57,14.29,21
4,66.67,44.44,22.22,33.33,33.33,22.22,9
5,85.71,57.14,0.0,57.14,57.14,14.29,7
6,88.33,28.33,18.33,28.33,66.67,18.33,60
7,82.5,5.0,5.0,7.5,32.5,2.5,40
8,33.33,33.33,0.0,0.0,0.0,0.0,3
9,66.67,0.0,0.0,33.33,66.67,0.0,3
10,76.92,46.15,7.69,15.38,69.23,0.0,13
11,91.11,17.78,26.67,17.78,33.33,8.89,45
12,94.9,36.73,27.55,44.9,61.22,13.27,98
13,100.0,0.0,0.0,25.0,75.0,0.0,4
14,33.33,0.0,0.0,0.0,0.0,0.0,3
15,92.41,34.18,24.05,33.54,66.46,28.48,158
16,94.14,59.34,42.86,50.55,69.23,35.9,273
17,90.38,28.85,26.92,32.69,51.92,17.31,52
18,60.0,20.0,20.0,40.0,40.0,20.0,5
19,94.34,28.3,9.43,20.75,55.66,11.32,106
20,97.4,57.58,51.08,58.01,77.92,53.68,231
21,91.4,32.26,26.88,35.48,64.52,26.88,93
22,76.92,58.46,44.62,58.46,73.85,43.08,65
23,97.23,64.92,49.54,54.77,80.31,37.54,325
24,75.0,0.0,5.0,5.0,25.0,0.0,20
25,85.71,28.57,19.05,38.1,66.67,14.29,21
26,90.91,36.36,27.27,63.64,50.0,18.18,22
27,17.65,5.88,5.88,0.0,11.76,5.88,17
28,98.44,39.45,22.66,33.98,58.59,17.97,256
29,89.47,28.07,17.54,24.56,49.12,17.54,57
30,98.61,74.48,63.34,69.84,82.13,47.56,431
31,92.22,56.67,38.33,55.56,72.22,21.67,180
32,97.19,44.1,40.45,56.46,66.85,22.75,356
33,83.33,61.11,44.44,61.11,83.33,50.0,18
34,100.0,52.38,28.57,42.86,80.95,23.81,21
35,91.43,8.57,8.57,11.43,40.0,5.71,35
36,100.0,66.88,70.78,77.92,88.31,43.51,154
37,96.4,23.02,5.76,15.11,43.88,7.19,139
38,55.56,11.11,0.0,55.56,33.33,0.0,9
39,87.88,27.27,36.36,27.27,57.58,15.15,33
40,97.87,42.55,25.53,36.17,74.47,29.79,47
41,95.88,87.63,63.92,67.01,75.26,42.27,97
42,92.31,44.87,39.74,56.41,78.21,26.92,78
43,98.15,48.15,40.74,42.59,70.37,31.48,54
44,71.43,42.86,28.57,57.14,71.43,28.57,7
45,100.0,55.09,33.21,47.17,68.68,26.04,265
46,97.65,38.82,21.18,37.25,63.53,20.0,255
47,92.59,29.63,7.41,14.81,40.74,11.11,27
48,94.75,50.62,40.43,42.9,65.43,33.95,324
49,89.29,50.0,26.79,33.93,60.71,21.43,56
50,96.62,42.03,26.57,36.96,66.18,29.95,414
51,97.12,47.74,25.1,39.51,53.91,19.34,243
52,98.55,46.07,33.06,45.04,68.6,30.79,484
53,91.18,20.17,11.34,18.07,41.6,9.66,238
54,62.5,6.25,6.25,12.5,12.5,0.0,16
55,96.97,21.21,11.69,14.72,50.65,13.85,231
56,91.67,12.5,8.33,0.0,25.0,20.83,24
57,97.45,36.22,17.86,29.08,58.16,22.96,196
58,91.67,16.67,8.33,33.33,16.67,8.33,12
59,100.0,7.41,0.0,3.7,70.37,11.11,27
60,95.24,31.75,26.98,23.81,58.73,14.29,63
61,98.21,46.43,33.93,51.79,66.07,26.79,56
62,87.88,27.27,27.27,27.27,63.64,24.24,33
63,96.44,18.67,37.33,44.89,42.67,11.11,225
64,36.36,0.0,18.18,9.09,9.09,9.09,11
65,77.78,0.0,0.0,11.11,22.22,0.0,9
66,86.92,10.77,21.54,25.38,31.54,8.46,130
67,99.44,37.22,33.33,42.22,67.78,21.67,180
68,94.44,36.11,38.89,36.11,75.0,19.44,36
69,90.91,72.73,63.64,54.55,81.82,27.27,11
70,100.0,41.38,15.52,36.21,72.41,24.14,58
71,95.83,20.83,29.17,20.83,75.0,20.83,24
72,97.67,43.02,25.58,51.16,66.28,26.74,86
73,97.96,53.06,51.02,57.14,85.71,44.9,49
74,96.12,31.55,43.2,51.46,60.19,26.7,206
75,92.16,47.06,56.86,60.78,76.47,35.29,51
76,88.89,16.67,38.89,16.67,61.11,22.22,18
77,91.3,45.65,42.03,49.28,60.87,26.81,138
78,97.97,43.15,26.9,39.59,65.99,21.83,197
79,89.32,32.04,38.83,39.81,67.96,36.89,103
80,100.0,66.67,66.67,0.0,66.67,33.33,3
81,94.44,55.56,38.89,50.0,72.22,22.22,36
82,100.0,28.57,14.29,14.29,57.14,14.29,7
83,96.15,20.51,11.54,21.79,58.97,14.1,78
84,0.0,0.0,0.0,0.0,0.0,0.0,4
85,44.44,0.0,0.0,11.11,0.0,0.0,9
86,91.57,14.61,15.17,20.79,37.08,11.24,178
