category,images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
Dangerous warning,2228,92.50489228007181,43.71545332136445,31.777459605026927,40.52883303411131,64.63170556552963,27.334730700179534
Regularoty,7545,95.04285487077536,40.06566998011929,32.74996421471173,42.359485752153745,62.08026110006626,25.24845328031809
