class,filters,error
15,snownight,28.48
50,snownight,29.95
52,snownight,30.79
90,snownight,37.38
63,snownight,11.11
31,snownight,21.67
32,snownight,22.75
11,snownight,8.89
60,snownight,14.29
36,snownight,43.51
85,snownight,0.0
49,snownight,21.43
87,snownight,12.66
62,snownight,24.24
75,snownight,35.29
37,snownight,7.19
66,snownight,8.46
1,snownight,11.36
57,snownight,22.96
28,snownight,17.97
54,snownight,0.0
53,snownight,9.66
41,snownight,42.27
67,snownight,21.67
44,snownight,28.57
48,snownight,33.95
45,snownight,26.04
16,snownight,35.9
70,snownight,24.14
71,snownight,20.83
77,snownight,26.81
72,snownight,26.74
12,snownight,13.27
55,snownight,13.85
23,snownight,37.54
86,snownight,11.24
6,snownight,18.33
51,snownight,19.34
20,snownight,53.68
30,snownight,47.56
7,snownight,2.5
74,snownight,26.7
21,snownight,26.88
46,snownight,20.0
79,snownight,36.89
40,snownight,29.79
29,snownight,17.54
65,snownight,0.0
34,snownight,23.81
88,snownight,10.71
19,snownight,11.32
83,snownight,14.1
0,snownight,23.58
43,snownight,31.48
76,snownight,22.22
42,snownight,26.92
78,snownight,21.83
99,snownight,10.53
68,snownight,19.44
22,snownight,43.08
26,snownight,18.18
81,snownight,22.22
27,snownight,5.88
2,snownight,22.22
33,snownight,50.0
73,snownight,44.9
92,snownight,0.0
82,snownight,14.29
38,snownight,0.0
93,snownight,6.9
97,snownight,19.05
39,snownight,15.15
25,snownight,14.29
17,snownight,17.31
5,snownight,14.29
3,snownight,14.29
91,snownight,22.03
101,snownight,0.0
102,snownight,32.0
61,snownight,26.79
35,snownight,5.71
18,snownight,20.0
59,snownight,11.11
69,snownight,27.27
10,snownight,0.0
56,snownight,20.83
94,snownight,0.0
58,snownight,8.33
47,snownight,11.11
24,snownight,0.0
80,snownight,33.33
4,snownight,22.22
84,snownight,0.0
95,snownight,0.0
100,snownight,33.33
96,snownight,0.0
13,snownight,0.0
89,snownight,0.0
64,snownight,9.09
8,snownight,0.0
14,snownight,0.0
9,snownight,0.0
98,snownight,0.0
