images,Original_model_52_noiselevel,Original_model_49_noiselevel,Original_model_42_noiselevel,fogmild_model_52_noiselevel,fogmild_model_49_noiselevel,fogmild_model_42_noiselevel,fogmedium_model_52_noiselevel,fogmedium_model_49_noiselevel,fogmedium_model_42_noiselevel,fogheavy_model_52_noiselevel,fogheavy_model_49_noiselevel,fogheavy_model_42_noiselevel,rainmild_model_52_noiselevel,rainmild_model_49_noiselevel,rainmild_model_42_noiselevel,rainmedium_model_52_noiselevel,rainmedium_model_49_noiselevel,rainmedium_model_42_noiselevel,rainheavy_model_52_noiselevel,rainheavy_model_49_noiselevel,rainheavy_model_42_noiselevel,snowmild_model_52_noiselevel,snowmild_model_49_noiselevel,snowmild_model_42_noiselevel,snowmedium_model_52_noiselevel,snowmedium_model_49_noiselevel,snowmedium_model_42_noiselevel,snowheavy_model_52_noiselevel,snowheavy_model_49_noiselevel,snowheavy_model_42_noiselevel,nightmild_model_52_noiselevel,nightmild_model_49_noiselevel,nightmild_model_42_noiselevel,nightmedium_model_52_noiselevel,nightmedium_model_49_noiselevel,nightmedium_model_42_noiselevel,nightheavy_model_52_noiselevel,nightheavy_model_49_noiselevel,nightheavy_model_42_noiselevel
9773,85.25006855622634,85.72853780824721,86.41410007162591,84.03141307684436,84.44622122173335,84.77272690064463,81.89200245574543,80.54072035199019,80.40689041236058,35.616802414816334,44.23006855622633,42.539375831372155,85.80272178450834,86.3194515501893,85.86155735188785,85.65612606159829,86.84129745216411,87.18919472014734,85.24381049831167,84.13963163818683,84.16446331730278,64.02470991507214,63.72745421058019,64.03560012278726,55.37807633275351,45.57719328762918,46.13382993962959,35.09475698352605,33.6993420648726,36.13565537705924,85.80272178450834,85.76923769569221,87.07329581500052,86.39363552645042,85.21658446741021,86.36726900644635,85.26541696510796,83.09373170981274,84.4982277703878
