class,filters,error
36,fogmild,100.0
30,fogmild,100.0
50,fogmild,100.0
28,fogmild,100.0
32,fogmild,100.0
53,fogmild,100.0
66,fogmild,50.0
86,fogmild,100.0
70,fogmild,100.0
41,fogmild,100.0
75,fogmild,100.0
52,fogmild,100.0
67,fogmild,66.67
43,fogmild,100.0
83,fogmild,100.0
90,fogmild,100.0
57,fogmild,66.67
21,fogmild,100.0
20,fogmild,75.0
55,fogmild,100.0
15,fogmild,100.0
29,fogmild,100.0
91,fogmild,0.0
79,fogmild,100.0
16,fogmild,100.0
2,fogmild,0.0
87,fogmild,100.0
46,fogmild,80.0
48,fogmild,100.0
45,fogmild,100.0
23,fogmild,100.0
93,fogmild,100.0
19,fogmild,100.0
72,fogmild,100.0
42,fogmild,100.0
61,fogmild,100.0
74,fogmild,100.0
0,fogmild,100.0
22,fogmild,0.0
12,fogmild,100.0
51,fogmild,100.0
31,fogmild,100.0
77,fogmild,50.0
97,fogmild,100.0
37,fogmild,100.0
78,fogmild,100.0
49,fogmild,100.0
63,fogmild,100.0
60,fogmild,100.0
6,fogmild,100.0
17,fogmild,0.0
1,fogmild,0
10,fogmild,0
100,fogmild,0
101,fogmild,0
102,fogmild,0
11,fogmild,0
13,fogmild,0
14,fogmild,0
18,fogmild,0
24,fogmild,0
25,fogmild,0
26,fogmild,0
27,fogmild,0
3,fogmild,0
33,fogmild,0
34,fogmild,0
35,fogmild,0
38,fogmild,0
39,fogmild,0
4,fogmild,0
40,fogmild,0
44,fogmild,0
47,fogmild,0
5,fogmild,0
54,fogmild,0
56,fogmild,0
58,fogmild,0
59,fogmild,0
62,fogmild,0
64,fogmild,0
65,fogmild,0
68,fogmild,0
69,fogmild,0
7,fogmild,0
71,fogmild,0
73,fogmild,0
76,fogmild,0
8,fogmild,0
80,fogmild,0
81,fogmild,0
82,fogmild,0
84,fogmild,0
85,fogmild,0
88,fogmild,0
89,fogmild,0
9,fogmild,0
92,fogmild,0
94,fogmild,0
95,fogmild,0
96,fogmild,0
98,fogmild,0
99,fogmild,0
