category,sub-category,images,Original_model_52,Original_model_49,Original_model_42,fogmild_model_52,fogmild_model_49,fogmild_model_42,fogmedium_model_52,fogmedium_model_49,fogmedium_model_42,fogheavy_model_52,fogheavy_model_49,fogheavy_model_42,rainmild_model_52,rainmild_model_49,rainmild_model_42,rainmedium_model_52,rainmedium_model_49,rainmedium_model_42,rainheavy_model_52,rainheavy_model_49,rainheavy_model_42,snowmild_model_52,snowmild_model_49,snowmild_model_42,snowmedium_model_52,snowmedium_model_49,snowmedium_model_42,snowheavy_model_52,snowheavy_model_49,snowheavy_model_42,nightmild_model_52,nightmild_model_49,nightmild_model_42,nightmedium_model_52,nightmedium_model_49,nightmedium_model_42,nightheavy_model_52,nightheavy_model_49,nightheavy_model_42
Dangerous warning,Dangerous warning,2228,80.21768402154399,77.30026929982047,82.64138240574506,80.21768402154399,77.30026929982047,80.26256732495511,77.83886894075404,77.91965888689407,74.65215439856372,20.139138240574507,33.93677737881509,31.384151705565532,80.21768402154399,79.89228007181327,80.21768402154399,80.21768402154399,79.89228007181327,80.21768402154399,82.8096947935368,77.30026929982047,85.23339317773788,63.04706463195691,58.278213644524236,63.34879263913823,50.97469030520647,45.31990574506283,42.932625673249554,21.78512118491921,22.05616696588869,34.27737881508079,80.21768402154399,79.89228007181327,82.64138240574506,80.21768402154399,79.89228007181327,82.64138240574506,80.21768402154399,75.7181328545781,79.72396768402155
Regularoty,Priority ,1041,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,72.18268972142172,76.77771373679155,60.36288184438041,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,88.00457252641691,88.00457252641691,92.89145052833814,66.41784822286263,77.0661479346782,77.35800192122959,77.35800192122959,56.64751200768492,56.35565802113353,56.35565802113353,51.47219980787704,45.99752161383285,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814
Regularoty,Prohibitory,3957,87.79982815264088,90.62421026029821,89.31008339651251,84.78999241849887,88.9732928986606,87.92645943896892,82.17631539044731,78.79342936568108,80.30267374273438,32.63975233762952,35.664083901945915,42.02478140005055,89.16477129138237,90.62421026029821,89.31008339651251,88.80270912307304,91.91306545362649,90.8453373768006,87.6105635582512,89.31640131412686,81.88158706090472,63.36099064948194,63.61808440737933,57.15622946676775,51.69136214303766,46.52574172352792,42.750846600960315,33.2265251453121,35.14191053828658,34.18820823856457,89.16477129138237,89.26529188779378,89.19442001516302,90.62421026029821,87.90034874905231,89.19442001516302,87.837735658327,87.837735658327,87.55176143543089
Regularoty,Mandatory,1203,78.96924355777224,78.96924355777224,78.96924355777224,78.96924355777224,73.98221113881962,78.96924355777224,78.96924355777224,78.96924355777224,78.96924355777224,25.173724023275145,39.775561097256855,19.00699085619285,78.96924355777224,78.96924355777224,78.96924355777224,78.96924355777224,78.96924355777224,84.70490440565254,78.96924355777224,78.96924355777224,84.70490440565254,59.48961762261015,59.48961762261015,60.6683208645054,51.400324189526195,28.345303408146304,40.20499584372402,34.67615128844555,15.433591022443894,25.5190357439734,78.96924355777224,78.96924355777224,84.70490440565254,78.96924355777224,78.96924355777224,78.96924355777224,78.96924355777224,78.96924355777224,78.96924355777224
Regularoty,Special regulations,1344,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,81.87043154761905,81.87043154761905,81.87043154761905,81.87043154761905,51.06498511904762,65.29087797619049,69.80520833333334,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,81.87043154761905,81.87043154761905,69.80520833333334,66.54458333333334,78.12346726190475,60.06796130952381,50.060520833333335,58.79023809523809,46.56607142857143,51.33691964285714,46.8141369047619,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,85.78869047619048,77.45619047619047,81.87043154761905
