category,images,Original_model_52_noiselevel,Original_model_49_noiselevel,Original_model_42_noiselevel,fogmild_model_52_noiselevel,fogmild_model_49_noiselevel,fogmild_model_42_noiselevel,fogmedium_model_52_noiselevel,fogmedium_model_49_noiselevel,fogmedium_model_42_noiselevel,fogheavy_model_52_noiselevel,fogheavy_model_49_noiselevel,fogheavy_model_42_noiselevel,rainmild_model_52_noiselevel,rainmild_model_49_noiselevel,rainmild_model_42_noiselevel,rainmedium_model_52_noiselevel,rainmedium_model_49_noiselevel,rainmedium_model_42_noiselevel,rainheavy_model_52_noiselevel,rainheavy_model_49_noiselevel,rainheavy_model_42_noiselevel,snowmild_model_52_noiselevel,snowmild_model_49_noiselevel,snowmild_model_42_noiselevel,snowmedium_model_52_noiselevel,snowmedium_model_49_noiselevel,snowmedium_model_42_noiselevel,snowheavy_model_52_noiselevel,snowheavy_model_49_noiselevel,snowheavy_model_42_noiselevel,nightmild_model_52_noiselevel,nightmild_model_49_noiselevel,nightmild_model_42_noiselevel,nightmedium_model_52_noiselevel,nightmedium_model_49_noiselevel,nightmedium_model_42_noiselevel,nightheavy_model_52_noiselevel,nightheavy_model_49_noiselevel,nightheavy_model_42_noiselevel
Dangerous warning,2228,80.21768402154399,77.30026929982047,82.64138240574506,80.21768402154399,77.30026929982047,80.26256732495511,77.83886894075404,77.91965888689407,74.65215439856372,20.139138240574507,33.93677737881509,31.384151705565532,80.21768402154399,79.89228007181327,80.21768402154399,80.21768402154399,79.89228007181327,80.21768402154399,82.8096947935368,77.30026929982047,85.23339317773788,63.04706463195691,58.278213644524236,63.34879263913823,50.97469030520647,45.31990574506283,42.932625673249554,21.78512118491921,22.05616696588869,34.27737881508079,80.21768402154399,79.89228007181327,82.64138240574506,80.21768402154399,79.89228007181327,82.64138240574506,80.21768402154399,75.7181328545781,79.72396768402155
Regularoty,7545,86.73610603048377,88.21736249171637,87.52816434724984,85.15758780649438,86.55638436050364,86.10455400927766,83.08887210072896,81.31470642809808,82.10623459244533,40.18727766732936,47.26962491716368,45.83345659377072,87.45195493704439,88.21736249171637,87.52816434724984,87.2620702451955,88.89330682571239,89.24784625579855,85.96259244532803,86.15926043737574,83.8488137839629,64.31340357852883,65.33658714380385,64.23841086812459,56.67837375745527,45.6531689860835,47.079129224652085,39.025024519549376,37.13751225977468,36.684394963552016,87.45195493704439,87.5046732935719,88.38201722995362,88.21736249171637,86.78882438701126,87.46750430748843,86.75598674618954,85.27170841616964,85.90804241219351
