class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
0,98.37,96.75,94.31,92.68,93.5,92.68,91.87,89.43,92.68,86.18,89.43,123
1,93.18,93.18,90.91,88.64,90.91,84.09,88.64,79.55,90.91,79.55,77.27,44
2,96.3,90.74,90.74,87.04,85.19,90.74,88.89,85.19,87.04,81.48,83.33,54
3,66.67,71.43,61.9,57.14,57.14,61.9,52.38,47.62,52.38,52.38,57.14,21
4,88.89,88.89,88.89,77.78,88.89,88.89,88.89,77.78,77.78,77.78,55.56,9
5,71.43,85.71,85.71,85.71,85.71,71.43,71.43,71.43,71.43,57.14,57.14,7
6,90.0,88.33,85.0,88.33,80.0,80.0,86.67,73.33,80.0,73.33,65.0,60
7,82.5,80.0,75.0,62.5,55.0,42.5,37.5,37.5,37.5,27.5,30.0,40
8,66.67,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
9,66.67,66.67,33.33,66.67,66.67,66.67,66.67,66.67,33.33,33.33,33.33,3
10,92.31,84.62,84.62,84.62,92.31,84.62,84.62,76.92,69.23,69.23,76.92,13
11,100.0,95.56,97.78,91.11,86.67,91.11,80.0,71.11,77.78,68.89,73.33,45
12,95.92,89.8,92.86,88.78,85.71,79.59,83.67,79.59,75.51,70.41,68.37,98
13,50.0,25.0,50.0,25.0,25.0,25.0,25.0,50.0,0.0,25.0,25.0,4
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
15,94.3,94.3,93.67,94.3,91.14,89.24,89.87,80.38,77.85,79.75,75.95,158
16,94.14,93.04,93.41,91.21,90.11,88.64,85.71,87.18,83.88,83.52,79.85,273
17,86.54,88.46,84.62,86.54,78.85,73.08,78.85,80.77,76.92,63.46,76.92,52
18,80.0,100.0,40.0,60.0,60.0,80.0,80.0,80.0,40.0,80.0,60.0,5
19,96.23,92.45,89.62,84.91,85.85,79.25,76.42,66.04,65.09,60.38,61.32,106
20,97.84,96.54,96.1,95.24,93.94,94.81,95.67,90.91,90.48,88.74,87.01,231
21,93.55,93.55,90.32,90.32,88.17,86.02,86.02,80.65,82.8,75.27,77.42,93
22,80.0,80.0,80.0,80.0,80.0,81.54,76.92,78.46,76.92,80.0,75.38,65
23,97.85,97.54,98.15,96.62,95.69,94.77,92.31,92.62,90.46,91.38,87.08,325
24,85.0,85.0,80.0,75.0,70.0,70.0,60.0,65.0,60.0,75.0,60.0,20
25,100.0,95.24,95.24,90.48,95.24,85.71,85.71,76.19,76.19,90.48,66.67,21
26,95.45,95.45,95.45,90.91,95.45,95.45,86.36,86.36,86.36,95.45,77.27,22
27,11.76,5.88,11.76,5.88,5.88,5.88,5.88,11.76,0.0,5.88,5.88,17
28,97.66,96.09,93.75,91.41,87.5,85.55,82.81,78.12,74.22,73.44,69.14,256
29,92.98,91.23,87.72,78.95,82.46,73.68,75.44,71.93,64.91,66.67,52.63,57
30,97.68,96.98,96.98,96.98,97.22,94.9,95.82,93.74,93.5,91.65,92.11,431
31,91.67,91.11,91.67,90.56,90.0,89.44,83.89,82.22,83.33,82.78,80.56,180
32,99.16,98.6,95.51,93.82,90.73,85.67,85.39,79.78,79.21,77.81,76.97,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,90.48,100.0,100.0,95.24,90.48,21
35,94.29,97.14,94.29,91.43,88.57,82.86,77.14,71.43,82.86,74.29,71.43,35
36,100.0,100.0,99.35,98.7,98.7,96.75,98.05,94.81,96.75,92.21,88.96,154
37,95.68,94.24,93.53,93.53,89.21,87.05,83.45,82.73,83.45,81.29,76.98,139
38,66.67,66.67,66.67,66.67,66.67,77.78,66.67,66.67,77.78,77.78,77.78,9
39,93.94,87.88,90.91,93.94,90.91,93.94,81.82,84.85,78.79,81.82,66.67,33
40,95.74,91.49,91.49,89.36,85.11,89.36,82.98,80.85,78.72,80.85,78.72,47
41,96.91,96.91,95.88,93.81,95.88,92.78,94.85,89.69,87.63,87.63,84.54,97
42,97.44,97.44,97.44,96.15,97.44,96.15,96.15,93.59,92.31,92.31,87.18,78
43,92.59,94.44,96.3,88.89,92.59,87.04,88.89,87.04,87.04,87.04,77.78,54
44,71.43,71.43,71.43,71.43,85.71,71.43,57.14,71.43,71.43,57.14,71.43,7
45,99.62,99.25,99.25,97.74,95.85,93.96,94.72,89.81,87.92,86.04,86.04,265
46,98.04,96.86,97.25,95.29,94.12,87.84,82.75,83.14,79.22,74.12,72.94,255
47,92.59,85.19,88.89,77.78,81.48,77.78,62.96,62.96,51.85,62.96,48.15,27
48,92.28,93.21,91.98,91.98,91.05,91.05,88.58,86.73,86.73,85.8,83.95,324
49,89.29,89.29,89.29,85.71,91.07,87.5,89.29,89.29,87.5,83.93,87.5,56
50,96.38,93.24,92.03,87.68,85.02,82.85,78.02,76.33,76.81,73.91,69.57,414
51,97.94,94.65,92.59,86.01,86.42,79.42,77.78,76.95,68.72,63.79,59.26,243
52,98.97,97.73,95.25,91.74,90.91,86.36,83.47,81.61,80.37,73.55,75.0,484
53,91.6,87.82,84.03,78.57,78.99,74.79,63.87,62.61,58.4,55.46,52.52,238
54,43.75,56.25,43.75,37.5,37.5,43.75,18.75,31.25,18.75,25.0,25.0,16
55,95.67,94.37,90.04,87.01,83.12,79.65,69.7,66.23,60.17,54.98,46.75,231
56,70.83,66.67,62.5,62.5,50.0,54.17,41.67,37.5,33.33,29.17,29.17,24
57,96.94,95.41,94.9,91.33,85.71,80.1,81.12,79.08,75.0,65.82,65.31,196
58,91.67,91.67,83.33,91.67,83.33,75.0,91.67,83.33,91.67,75.0,58.33,12
59,100.0,96.3,96.3,100.0,100.0,96.3,77.78,77.78,74.07,77.78,74.07,27
60,98.41,92.06,85.71,77.78,76.19,66.67,61.9,58.73,55.56,47.62,42.86,63
61,94.64,94.64,92.86,91.07,87.5,91.07,83.93,85.71,85.71,85.71,83.93,56
62,93.94,96.97,93.94,90.91,93.94,81.82,84.85,78.79,72.73,63.64,75.76,33
63,95.11,93.78,90.22,88.0,87.56,82.67,81.33,78.22,74.22,74.67,66.67,225
64,45.45,45.45,54.55,54.55,36.36,54.55,45.45,45.45,36.36,27.27,45.45,11
65,55.56,66.67,66.67,55.56,44.44,55.56,55.56,44.44,22.22,22.22,33.33,9
66,90.77,86.15,86.92,84.62,76.92,79.23,72.31,70.0,70.77,66.15,62.31,130
67,99.44,98.89,97.22,96.67,97.78,92.78,92.78,91.11,86.67,82.78,80.0,180
68,94.44,94.44,94.44,94.44,91.67,88.89,94.44,86.11,86.11,83.33,75.0,36
69,90.91,90.91,90.91,81.82,100.0,72.73,81.82,90.91,81.82,81.82,72.73,11
70,100.0,100.0,98.28,100.0,96.55,93.1,93.1,94.83,86.21,87.93,82.76,58
71,100.0,100.0,95.83,100.0,95.83,91.67,87.5,100.0,66.67,79.17,87.5,24
72,97.67,97.67,97.67,97.67,97.67,96.51,97.67,94.19,95.35,94.19,95.35,86
73,97.96,97.96,97.96,97.96,95.92,95.92,93.88,95.92,97.96,95.92,97.96,49
74,97.57,96.6,97.09,95.63,94.66,96.12,89.81,88.83,87.86,82.52,79.13,206
75,88.24,90.2,88.24,88.24,88.24,86.27,84.31,86.27,80.39,84.31,82.35,51
76,94.44,100.0,88.89,88.89,83.33,83.33,72.22,77.78,66.67,61.11,38.89,18
77,89.86,87.68,86.23,82.61,84.06,84.06,84.06,78.26,80.43,80.43,73.91,138
78,96.95,96.95,96.45,94.92,92.39,89.85,86.8,87.82,83.25,83.25,76.14,197
79,90.29,90.29,88.35,87.38,89.32,87.38,86.41,79.61,81.55,77.67,75.73,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,88.89,91.67,88.89,88.89,88.89,88.89,91.67,83.33,80.56,77.78,77.78,36
82,100.0,85.71,100.0,85.71,71.43,85.71,71.43,42.86,71.43,57.14,42.86,7
83,94.87,93.59,88.46,88.46,79.49,74.36,74.36,64.1,62.82,57.69,52.56,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4
85,44.44,22.22,11.11,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,9
86,91.57,91.01,88.2,87.64,84.83,77.53,76.97,75.84,74.16,70.22,62.92,178
87,73.42,71.52,70.89,68.99,72.78,68.35,63.29,57.59,56.96,53.8,49.37,158
88,89.29,85.71,75.0,64.29,71.43,64.29,75.0,64.29,67.86,64.29,64.29,28
89,62.5,50.0,25.0,37.5,25.0,12.5,25.0,12.5,12.5,25.0,25.0,8
90,98.54,98.71,98.54,97.41,97.73,97.73,95.15,94.98,94.34,94.34,91.91,618
91,88.14,79.66,86.44,77.97,79.66,71.19,72.88,69.49,62.71,64.41,55.93,59
92,0.0,8.33,0.0,0.0,16.67,0.0,8.33,0.0,8.33,8.33,0.0,12
93,74.14,74.14,67.24,70.69,62.07,60.34,62.07,51.72,56.9,48.28,55.17,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,71.43,57.14,71.43,71.43,57.14,57.14,71.43,42.86,57.14,57.14,85.71,7
97,96.83,95.24,92.06,96.83,92.06,85.71,85.71,88.89,85.71,88.89,82.54,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,66.67,100.0,66.67,3
99,84.21,84.21,84.21,78.95,89.47,84.21,78.95,84.21,78.95,78.95,84.21,19
100,83.33,66.67,66.67,66.67,50.0,50.0,83.33,50.0,50.0,33.33,50.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,5
102,96.0,96.0,92.0,92.0,92.0,88.0,92.0,88.0,84.0,80.0,72.0,25
