category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,93.76260771992817,92.36983842010774,91.20228904847394,89.13971274685818,87.47767504488331,85.63746409335728,84.42485637342908,81.01482046678635,79.57787701974866,77.8277513464991,75.17877468581689
Regularoty,7545,94.69829158383035,93.57256991385023,92.1936023856859,90.19256461232605,88.99925911199472,86.13555202120611,83.57904174950296,81.3648614976806,79.62803313452619,77.01825182239894,74.23538369781312
