class,filters,error
65,snow3,55.56
90,snow3,97.41
16,snow3,91.21
51,snow3,86.01
67,snow3,96.67
52,snow3,91.74
66,snow3,84.62
21,snow3,90.32
46,snow3,95.29
31,snow3,90.56
50,snow3,87.68
32,snow3,93.82
100,snow3,66.67
48,snow3,91.98
2,snow3,87.04
0,snow3,92.68
74,snow3,95.63
23,snow3,96.62
42,snow3,96.15
63,snow3,88.0
47,snow3,77.78
45,snow3,97.74
77,snow3,82.61
28,snow3,91.41
19,snow3,84.91
29,snow3,78.95
87,snow3,68.99
81,snow3,88.89
78,snow3,94.92
36,snow3,98.7
57,snow3,91.33
97,snow3,96.83
27,snow3,5.88
37,snow3,93.53
61,snow3,91.07
55,snow3,87.01
25,snow3,90.48
30,snow3,96.98
75,snow3,88.24
1,snow3,88.64
20,snow3,95.24
11,snow3,91.11
60,snow3,77.78
6,snow3,88.33
15,snow3,94.3
13,snow3,25.0
91,snow3,77.97
53,snow3,78.57
102,snow3,92.0
7,snow3,62.5
14,snow3,0.0
88,snow3,64.29
72,snow3,97.67
49,snow3,85.71
26,snow3,90.91
93,snow3,70.69
86,snow3,87.64
41,snow3,93.81
33,snow3,83.33
62,snow3,90.91
89,snow3,37.5
35,snow3,91.43
17,snow3,86.54
76,snow3,88.89
12,snow3,88.78
56,snow3,62.5
22,snow3,80.0
79,snow3,87.38
69,snow3,81.82
80,snow3,100.0
18,snow3,60.0
59,snow3,100.0
82,snow3,85.71
38,snow3,66.67
3,snow3,57.14
70,snow3,100.0
43,snow3,88.89
39,snow3,93.94
101,snow3,100.0
83,snow3,88.46
40,snow3,89.36
99,snow3,78.95
73,snow3,97.96
68,snow3,94.44
58,snow3,91.67
10,snow3,84.62
54,snow3,37.5
92,snow3,0.0
4,snow3,77.78
71,snow3,100.0
96,snow3,71.43
34,snow3,100.0
8,snow3,33.33
24,snow3,75.0
85,snow3,11.11
5,snow3,85.71
64,snow3,54.55
98,snow3,100.0
94,snow3,0.0
44,snow3,71.43
84,snow3,0.0
9,snow3,66.67
95,snow3,0.0
