category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,92.95417863554758,91.83051615798922,91.69602333931776,91.87654398563731,91.3824147217235,91.06871184919208,90.52933123877918,90.30478456014363,89.8102513464991,88.59859964093359,87.07337522441651
Regularoty,7545,94.72474353876741,93.78458051689861,93.50676739562624,93.22738502319417,92.84328296885354,92.22071172962227,91.37132140490391,90.57731610337973,89.54283366467861,87.7538674618953,86.46820808482441
