images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
9773,94.32109894607592,93.33910262969405,93.09396295917324,92.91942699273508,92.51024148163307,91.95808451857157,91.17936866878134,90.51518571574749,89.60379821958459,87.94644530850302,86.60617108359769
