class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
0,95.93,95.93,95.12,95.12,95.12,95.12,95.12,95.12,95.93,95.12,95.12,123
1,95.45,95.45,97.73,97.73,97.73,97.73,97.73,97.73,100.0,100.0,100.0,44
2,92.59,85.19,83.33,90.74,87.04,88.89,85.19,79.63,77.78,70.37,74.07,54
3,47.62,42.86,42.86,42.86,47.62,42.86,47.62,47.62,47.62,47.62,47.62,21
4,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,9
5,100.0,100.0,85.71,85.71,85.71,85.71,85.71,85.71,85.71,100.0,100.0,7
6,88.33,88.33,88.33,86.67,86.67,86.67,86.67,88.33,88.33,90.0,88.33,60
7,80.0,75.0,75.0,75.0,72.5,70.0,67.5,65.0,67.5,57.5,60.0,40
8,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,3
9,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,33.33,3
10,92.31,92.31,92.31,84.62,84.62,76.92,84.62,84.62,84.62,84.62,84.62,13
11,86.67,84.44,82.22,86.67,86.67,84.44,84.44,86.67,80.0,80.0,75.56,45
12,94.9,92.86,92.86,91.84,89.8,90.82,90.82,89.8,89.8,86.73,84.69,98
13,50.0,25.0,50.0,50.0,25.0,50.0,25.0,25.0,50.0,25.0,50.0,4
14,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,3
15,93.67,91.14,91.77,91.77,90.51,90.51,90.51,90.51,89.87,81.65,73.42,158
16,94.51,94.14,93.77,93.41,93.77,93.77,92.67,93.41,91.94,91.94,90.48,273
17,88.46,90.38,88.46,90.38,90.38,90.38,86.54,86.54,84.62,84.62,82.69,52
18,80.0,60.0,40.0,20.0,20.0,20.0,20.0,40.0,20.0,40.0,40.0,5
19,95.28,95.28,94.34,95.28,95.28,95.28,95.28,95.28,94.34,95.28,95.28,106
20,97.84,97.4,97.4,97.4,97.4,96.97,96.1,96.1,95.67,95.24,93.94,231
21,92.47,92.47,92.47,90.32,88.17,84.95,82.8,80.65,80.65,76.34,75.27,93
22,84.62,84.62,84.62,84.62,84.62,84.62,83.08,83.08,83.08,83.08,81.54,65
23,97.54,96.92,97.23,97.23,97.23,97.23,96.92,96.92,95.69,95.69,94.46,325
24,75.0,75.0,75.0,75.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,20
25,100.0,80.95,80.95,95.24,80.95,80.95,80.95,80.95,80.95,85.71,80.95,21
26,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,22
27,11.76,11.76,11.76,11.76,11.76,11.76,11.76,5.88,11.76,11.76,5.88,17
28,98.05,97.66,97.27,97.27,97.27,96.88,96.88,96.48,96.48,96.09,94.92,256
29,89.47,87.72,91.23,91.23,89.47,87.72,89.47,87.72,89.47,89.47,91.23,57
30,97.68,97.91,97.91,97.68,97.68,97.68,97.45,97.68,97.45,97.22,96.29,431
31,97.22,95.0,94.44,91.67,92.22,91.67,91.67,90.0,88.33,85.0,77.78,180
32,96.63,96.07,95.79,95.51,95.51,94.66,93.82,92.98,93.26,90.17,88.2,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,100.0,100.0,100.0,100.0,100.0,100.0,97.14,100.0,100.0,91.43,94.29,35
36,100.0,100.0,100.0,99.35,98.7,98.7,98.05,97.4,96.1,93.51,88.31,154
37,95.68,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.24,93.53,92.81,139
38,77.78,66.67,66.67,66.67,66.67,66.67,66.67,66.67,55.56,77.78,88.89,9
39,90.91,90.91,90.91,90.91,90.91,87.88,90.91,90.91,87.88,84.85,75.76,33
40,87.23,89.36,82.98,82.98,80.85,78.72,78.72,78.72,78.72,76.6,70.21,47
41,96.91,94.85,95.88,95.88,95.88,96.91,96.91,93.81,92.78,94.85,93.81,97
42,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,94.87,93.59,91.03,78
43,92.59,88.89,90.74,90.74,90.74,90.74,88.89,88.89,88.89,88.89,88.89,54
44,85.71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7
45,99.25,99.25,98.87,98.87,98.87,98.49,98.11,97.74,97.74,97.36,95.85,265
46,97.25,97.25,97.65,97.65,97.65,97.65,97.65,98.04,97.65,97.65,97.25,255
47,81.48,77.78,77.78,77.78,77.78,70.37,70.37,62.96,66.67,62.96,59.26,27
48,94.44,95.06,95.68,94.44,94.14,93.83,92.59,92.9,92.28,90.43,89.2,324
49,94.64,91.07,92.86,94.64,94.64,94.64,94.64,96.43,96.43,96.43,96.43,56
50,96.62,96.38,96.62,95.89,95.89,96.38,96.62,96.62,96.86,95.65,94.93,414
51,97.12,97.12,96.71,96.71,97.12,96.71,96.3,96.3,95.06,94.24,93.83,243
52,98.55,97.73,98.35,98.14,97.52,97.31,96.9,96.49,96.28,94.63,93.39,484
53,92.44,90.76,89.92,89.92,89.5,90.34,89.92,89.5,88.66,86.97,87.39,238
54,62.5,56.25,50.0,50.0,50.0,50.0,43.75,31.25,31.25,25.0,18.75,16
55,98.27,96.97,96.54,96.1,95.67,94.81,94.37,92.21,92.21,92.64,90.91,231
56,79.17,75.0,75.0,70.83,70.83,58.33,45.83,45.83,45.83,37.5,37.5,24
57,97.96,96.94,96.94,96.43,96.43,96.43,95.41,95.41,95.92,93.37,92.86,196
58,91.67,83.33,83.33,91.67,91.67,91.67,91.67,91.67,83.33,83.33,83.33,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
