epoch,validation_loss,validation_accuracy
1,1.2249356508255005,0.6925156712532043
2,0.6229639053344727,0.8393568396568298
3,0.3599335849285126,0.9099317193031311
4,0.3370366394519806,0.9247296452522278
5,0.3559790849685669,0.9180421233177185
6,0.3121899664402008,0.9326977729797363
7,0.3796650171279907,0.9248719215393066
8,0.3269210159778595,0.9403813481330872
9,0.4137623906135559,0.9437962174415588
10,0.39625829458236694,0.9391007423400879
11,0.43533626198768616,0.942088782787323
12,0.4463842511177063,0.9464997053146362
13,0.5953986048698425,0.9292828440666199
14,0.4001352787017822,0.9477803111076355
15,0.41678735613822937,0.9520489573478699
16,0.4872453510761261,0.9492031931877136
17,0.5051920413970947,0.9514797925949097
18,0.5298490524291992,0.9517643451690674
19,0.5445369482040405,0.9514797925949097
20,0.5579193234443665,0.951195240020752
21,0.572536289691925,0.9509106278419495
22,0.5834813117980957,0.9513375163078308
23,0.597050130367279,0.9510529041290283
24,0.6080678105354309,0.9513375163078308
25,0.6200395226478577,0.9513375163078308
26,0.6301072239875793,0.9516220688819885
