epoch,validation_loss,validation_accuracy
1,1.9680678844451904,0.4735344350337982
2,0.7887374758720398,0.7899829149246216
3,0.5356859564781189,0.86269211769104
4,0.3850582242012024,0.9016789793968201
5,0.3703572750091553,0.9114968776702881
6,0.34595444798469543,0.923733651638031
7,0.35839080810546875,0.9233067631721497
8,0.4021010994911194,0.9336937665939331
9,0.36817866563796997,0.936681866645813
10,0.3944694399833679,0.939812183380127
11,0.4838305711746216,0.9348320960998535
12,0.46769294142723083,0.9396699070930481
13,0.48814621567726135,0.9410927891731262
14,0.5446566939353943,0.940523624420166
15,0.5059882998466492,0.9372509717941284
16,0.49356701970100403,0.9433693885803223
17,0.5498759150505066,0.9440808296203613
18,0.5575897693634033,0.9460728764533997
19,0.5839700698852539,0.9462151527404785
20,0.611515998840332,0.9460728764533997
21,0.6311982274055481,0.945930540561676
22,0.6503927111625671,0.9453614354133606
23,0.6704058647155762,0.9455037117004395
24,0.6817192435264587,0.9462151527404785
25,0.698170006275177,0.9455037117004395
26,0.7160939574241638,0.9456459879875183
