epoch,model_52,model_49,model_42
1,1.2249356508255005,1.9680678844451904,1.7581899166107178
2,0.6229639053344727,0.7887374758720398,0.7532778382301331
3,0.3599335849285126,0.5356859564781189,0.4915396273136139
4,0.3370366394519806,0.3850582242012024,0.3698657155036926
5,0.3559790849685669,0.3703572750091553,0.32220494747161865
6,0.3121899664402008,0.34595444798469543,0.3638196885585785
7,0.3796650171279907,0.35839080810546875,0.36442112922668457
8,0.3269210159778595,0.4021010994911194,0.3893768787384033
9,0.4137623906135559,0.36817866563796997,0.39237740635871887
10,0.39625829458236694,0.3944694399833679,0.42337074875831604
11,0.43533626198768616,0.4838305711746216,0.3868124186992645
12,0.4463842511177063,0.46769294142723083,0.41813796758651733
13,0.5953986048698425,0.48814621567726135,0.41805872321128845
14,0.4001352787017822,0.5446566939353943,0.4710141718387604
15,0.41678735613822937,0.5059882998466492,0.4890298843383789
16,0.4872453510761261,0.49356701970100403,0.5176229476928711
17,0.5051920413970947,0.5498759150505066,0.5354216694831848
18,0.5298490524291992,0.5575897693634033,0.5702465772628784
19,0.5445369482040405,0.5839700698852539,0.590650737285614
20,0.5579193234443665,0.611515998840332,0.6069756746292114
21,0.572536289691925,0.6311982274055481,0.6213573217391968
22,0.5834813117980957,0.6503927111625671,0.635648250579834
23,0.597050130367279,0.6704058647155762,0.6509172320365906
24,0.6080678105354309,0.6817192435264587,0.6641029119491577
25,0.6200395226478577,0.698170006275177,0.6783928275108337
26,0.6301072239875793,0.7160939574241638, 
