epoch,validation_loss,validation_accuracy
1,1.7581899166107178,0.5280307531356812
2,0.7532778382301331,0.8049231767654419
3,0.4915396273136139,0.8754979968070984
4,0.3698657155036926,0.902532696723938
5,0.32220494747161865,0.9197495579719543
6,0.3638196885585785,0.9163346886634827
7,0.36442112922668457,0.927575409412384
8,0.3893768787384033,0.9203187227249146
9,0.39237740635871887,0.9289982914924622
10,0.42337074875831604,0.9348320960998535
11,0.3868124186992645,0.9369664192199707
12,0.41813796758651733,0.942088782787323
13,0.41805872321128845,0.9439385533332825
14,0.4710141718387604,0.9490609169006348
15,0.4890298843383789,0.9455037117004395
16,0.5176229476928711,0.9476380348205566
17,0.5354216694831848,0.9476380348205566
18,0.5702465772628784,0.9484917521476746
19,0.590650737285614,0.9479225873947144
20,0.6069756746292114,0.9477803111076355
21,0.6213573217391968,0.9479225873947144
22,0.635648250579834,0.9479225873947144
23,0.6509172320365906,0.9477803111076355
24,0.6641029119491577,0.9477803111076355
25,0.6783928275108337,0.9473534226417542
