class,filters,error
32,rain,91.57
60,rain,53.97
41,rain,87.63
52,rain,79.34
63,rain,81.33
20,rain,91.34
57,rain,42.35
23,rain,88.62
72,rain,88.37
55,rain,67.1
24,rain,40.0
74,rain,88.83
30,rain,95.82
90,rain,95.31
87,rain,60.76
67,rain,75.0
51,rain,71.6
42,rain,96.15
28,rain,85.55
0,rain,93.5
48,rain,90.12
15,rain,93.04
13,rain,75.0
16,rain,87.55
78,rain,82.23
50,rain,82.61
1,rain,65.91
36,rain,95.45
12,rain,61.22
44,rain,71.43
66,rain,67.69
7,rain,32.5
10,rain,84.62
53,rain,71.85
45,rain,92.83
47,rain,81.48
91,rain,71.19
77,rain,68.12
46,rain,68.63
99,rain,73.68
17,rain,73.08
37,rain,89.93
19,rain,46.23
2,rain,85.19
86,rain,76.4
31,rain,85.0
70,rain,93.1
21,rain,84.95
22,rain,73.85
93,rain,22.41
79,rain,82.52
61,rain,91.07
68,rain,66.67
43,rain,79.63
71,rain,79.17
39,rain,72.73
35,rain,80.0
83,rain,96.15
34,rain,95.24
29,rain,29.82
40,rain,89.36
27,rain,5.88
65,rain,0.0
59,rain,96.3
102,rain,68.0
18,rain,100.0
3,rain,57.14
11,rain,84.44
73,rain,93.88
76,rain,61.11
75,rain,80.39
81,rain,69.44
69,rain,72.73
97,rain,73.02
6,rain,73.33
56,rain,45.83
84,rain,25.0
26,rain,81.82
96,rain,71.43
49,rain,91.07
9,rain,66.67
54,rain,43.75
88,rain,71.43
25,rain,85.71
58,rain,50.0
100,rain,50.0
92,rain,0.0
33,rain,72.22
14,rain,33.33
62,rain,66.67
89,rain,25.0
101,rain,80.0
85,rain,22.22
64,rain,27.27
5,rain,85.71
98,rain,100.0
38,rain,88.89
4,rain,66.67
94,rain,0.0
8,rain,66.67
82,rain,85.71
80,rain,100.0
95,rain,33.33
