category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,87.70251795332136,89.22706014362657,88.01710951526033,33.30464991023339,43.044281867145415,42.72915619389587,82.44957809694793,87.56651256732495,85.54747755834828,79.5799236983842,82.49584380610413,81.68747755834829,66.92048922800717,68.71693895870736,63.509456912028725,87.38638240574505,88.95879263913824,87.79165170556553
Regularoty,7545,89.9404705102717,91.42520079522865,90.92178661365142,35.16187408880053,39.72145526838967,38.21138237243208,74.48694102054341,80.46406096752816,79.12543936381708,80.50297150430748,82.94304440026507,82.42464148442677,66.68036845593107,68.3486732935719,63.36652087475147,89.72855666003976,91.31889993373096,90.77569383697814
