category,images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
Dangerous warning,2228,93.17722172351884,83.03418761220826,78.63460502692999,71.45407540394972,61.44480251346498,50.08914721723519,37.43331687612208,23.96725314183124,10.952338420107719,6.41749551166966,3.7690888689407536
Regularoty,7545,95.8110589794566,86.0042730284957,80.67673691186216,73.06818422796555,64.62592842942347,52.78965009940359,39.112862823061626,24.890369781312124,12.644294234592445,5.341436713055003,2.3455997349237907
