images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
9773,95.21060984344625,85.32716770694772,80.2111818274839,72.70020771513353,63.90071114294484,52.17400286503633,38.729968279954974,24.67992223472833,12.258570551519492,5.586751253453392,2.670119717589277
