category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,93.89673249551166,93.5824596050269,93.5812567324955,92.90917863554756,92.1909156193896,92.27974416517057,92.23525583482943,92.10182226211849,91.51714542190305,91.47224865350091,90.61898114901257
Regularoty,7545,95.42720609675281,95.04329754804506,94.73824387011265,94.57987806494366,93.93037640821736,93.9816819085487,93.35956394963554,93.22829688535454,92.83000795228628,92.31243472498343,92.3788137839629
