category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,90.26113105924595,85.27789946140035,89.31978456014363,42.102262118491915,44.20998653500898,50.27090664272891,85.72749102333933,78.05213644524237,86.49086624775583,84.0226750448833,79.62419658886894,82.09193895870737,66.65151705565532,66.3370870736086,64.94750448833034,90.17176391382405,85.81634201077199,89.40936714542191
Regularoty,7545,89.31734261100067,87.84644267726972,90.9604333996024,35.719435387673954,44.267391650099405,43.96287342611001,71.94191782637508,70.49840689198143,77.86587408880051,78.29063485752152,81.5511464546057,81.97459509609011,60.715948310139176,65.4998170974155,62.37248906560635,88.98642544731612,87.84707753479125,90.86777070907888
