class,filters,error
19,rain,70.75
90,rain,96.93
52,rain,71.28
46,rain,73.73
30,rain,92.34
55,rain,68.83
97,rain,77.78
78,rain,81.22
51,rain,71.19
36,rain,94.81
77,rain,60.14
15,rain,97.47
39,rain,78.79
6,rain,85.0
22,rain,76.92
20,rain,93.94
45,rain,86.04
23,rain,92.62
63,rain,65.33
53,rain,72.27
50,rain,82.37
74,rain,90.78
37,rain,95.68
66,rain,50.0
57,rain,58.67
17,rain,78.85
86,rain,84.27
88,rain,60.71
32,rain,93.54
87,rain,31.65
28,rain,87.5
67,rain,72.78
16,rain,94.14
56,rain,37.5
48,rain,88.58
1,rain,63.64
10,rain,69.23
62,rain,42.42
12,rain,72.45
34,rain,100.0
70,rain,93.1
72,rain,89.53
31,rain,77.78
44,rain,85.71
59,rain,96.3
83,rain,80.77
102,rain,60.0
40,rain,89.36
81,rain,52.78
79,rain,88.35
24,rain,35.0
35,rain,80.0
71,rain,66.67
73,rain,85.71
54,rain,31.25
91,rain,76.27
2,rain,87.04
7,rain,50.0
61,rain,91.07
49,rain,83.93
26,rain,72.73
11,rain,84.44
3,rain,66.67
29,rain,40.35
41,rain,88.66
33,rain,38.89
42,rain,94.87
21,rain,87.1
69,rain,45.45
93,rain,29.31
99,rain,78.95
60,rain,34.92
75,rain,74.51
0,rain,88.62
43,rain,88.89
89,rain,50.0
38,rain,88.89
84,rain,0.0
18,rain,60.0
47,rain,81.48
98,rain,33.33
82,rain,42.86
25,rain,76.19
14,rain,33.33
76,rain,61.11
85,rain,55.56
58,rain,91.67
5,rain,42.86
92,rain,0.0
4,rain,77.78
68,rain,69.44
9,rain,66.67
100,rain,0.0
8,rain,66.67
27,rain,23.53
64,rain,36.36
65,rain,0.0
96,rain,28.57
94,rain,0.0
80,rain,66.67
95,rain,0.0
13,rain,25.0
101,rain,80.0
