epoch,validation_loss,validation_accuracy
1,1.2988567352294922,0.677575409412384
2,0.5726366639137268,0.8547239899635315
3,0.45031213760375977,0.8910074234008789
4,0.3366050720214844,0.9234490394592285
5,0.33680304884910583,0.929140567779541
6,0.3070441484451294,0.9339783787727356
7,0.340989351272583,0.9406659007072449
8,0.37061360478401184,0.9395276308059692
9,0.35512596368789673,0.9463574290275574
10,0.4362158179283142,0.9479225873947144
11,0.45856159925460815,0.9462151527404785
12,0.5198271870613098,0.9425156712532043
13,0.4588392674922943,0.9466419816017151
14,0.5453987121582031,0.9499146342277527
15,0.5205517411231995,0.9527603983879089
16,0.5596396327018738,0.9543255567550659
17,0.5775996446609497,0.9537563920021057
18,0.5998886823654175,0.9533295631408691
19,0.6160702705383301,0.9536141157150269
20,0.6322628855705261,0.9537563920021057
21,0.647300124168396,0.9533295631408691
22,0.6597641706466675,0.9538986682891846
23,0.6731012463569641,0.9538986682891846
24,0.686363160610199,0.9536141157150269
25,0.6989268064498901,0.9537563920021057
26,0.7120023965835571,0.9537563920021057
