epoch,validation_loss,validation_accuracy
1,1.2257637977600098,0.7090210318565369
2,0.546233057975769,0.8688104748725891
3,0.4059423506259918,0.9039555788040161
4,0.35302695631980896,0.9223107695579529
5,0.3674708902835846,0.9248719215393066
6,0.38490623235702515,0.928429126739502
7,0.3817157745361328,0.9346898198127747
8,0.4088134765625,0.936681866645813
9,0.38800105452537537,0.9301366209983826
10,0.4948294758796692,0.9314171671867371
11,0.5691892504692078,0.9413773417472839
12,0.5540331602096558,0.942088782787323
13,0.5398707985877991,0.9395276308059692
14,0.691917359828949,0.9359704256057739
15,0.5431886911392212,0.942088782787323
16,0.6016051173210144,0.9442231059074402
17,0.6303437948226929,0.9450768232345581
18,0.6538563966751099,0.9449345469474792
19,0.6721702218055725,0.9447922706604004
20,0.6884874105453491,0.9449345469474792
21,0.7051220536231995,0.9446499943733215
22,0.7204602360725403,0.9445076584815979
23,0.7341093420982361,0.9442231059074402
24,0.7490566968917847,0.9437962174415588
