epoch,validation_loss,validation_accuracy
1,1.541541576385498,0.5986055731773376
2,0.6329439282417297,0.8439100980758667
3,0.43648210167884827,0.8937108516693115
4,0.3935718238353729,0.9095048308372498
5,0.39596739411354065,0.9224530458450317
6,0.38756063580513,0.9227375984191895
7,0.4480670392513275,0.9324132204055786
8,0.46418067812919617,0.9288560152053833
9,0.5699827671051025,0.929140567779541
10,0.5498916506767273,0.9361127018928528
11,0.5699036121368408,0.9415196180343628
12,0.6024594902992249,0.938958466053009
13,0.64151930809021,0.9392430186271667
14,0.593859076499939,0.9423733353614807
15,0.6789718866348267,0.9445076584815979
16,0.6373053193092346,0.9426579475402832
17,0.680839478969574,0.9466419816017151
18,0.70561683177948,0.9466419816017151
19,0.7280051112174988,0.9469265937805176
20,0.7468925714492798,0.9462151527404785
21,0.7645949125289917,0.9462151527404785
22,0.7826364636421204,0.9464997053146362
23,0.798488438129425,0.9464997053146362
24,0.8144362568855286,0.9467843174934387
