images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
9773,92.95012585695284,92.80699580476825,92.86793205771002,92.50079607080734,92.3252563184283,92.28517650670214,92.0796920085951,91.67051263685664,91.90623247723317,91.58923974214676,91.25198710733655
