category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,91.15964991023341,90.79870736086177,91.11343357271096,90.93507630161581,90.79916068222622,90.7540933572711,90.35109066427289,90.48578994614005,89.85769748653502,89.81156193895872,89.2283393177738
Regularoty,7545,93.47884426772698,93.40003313452618,93.38602650762095,92.96314512922467,92.7759045725646,92.73729754804506,92.59013916500994,92.0203552021206,92.51115440689198,92.11417892644137,91.8495599734924
