category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,91.8779712746858,91.47260771992819,91.47299820466786,91.47320017953321,91.42884649910235,91.24873877917412,90.93455116696589,90.21621184919209,90.57604129263915,90.0811220825853,89.72322262118492
Regularoty,7545,93.92932273028495,93.74444135188867,93.77109476474486,93.7439125248509,93.665211398277,93.33390722332669,93.29350960901257,92.85655268389664,92.12759840954276,90.94785950960902,89.67428230616302
