class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
74,96.6,95.63,95.15,95.15,95.15,94.66,94.66,93.2,92.72,93.69,89.32,206
75,92.16,90.2,92.16,92.16,92.16,90.2,90.2,92.16,90.2,88.24,88.24,51
76,83.33,77.78,77.78,77.78,77.78,77.78,77.78,77.78,72.22,72.22,72.22,18
77,87.68,86.23,85.51,86.23,84.06,84.78,83.33,81.88,76.09,78.99,72.46,138
78,97.97,97.97,97.97,97.97,97.97,97.97,97.46,97.97,97.46,96.95,94.92,197
79,94.17,95.15,95.15,95.15,95.15,94.17,95.15,94.17,95.15,95.15,93.2,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,88.89,86.11,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,86.11,36
82,100.0,85.71,85.71,85.71,85.71,85.71,71.43,71.43,71.43,28.57,14.29,7
83,98.72,98.72,98.72,98.72,98.72,98.72,97.44,97.44,96.15,94.87,94.87,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,22.22,22.22,33.33,22.22,11.11,11.11,22.22,22.22,22.22,22.22,11.11,9
86,94.38,93.26,93.82,92.7,93.26,92.7,92.13,90.45,86.52,82.02,75.28,178
87,96.84,96.84,96.84,98.1,96.84,94.94,94.3,91.14,89.24,86.71,83.54,158
88,64.29,64.29,67.86,64.29,64.29,60.71,67.86,57.14,53.57,53.57,50.0,28
89,50.0,62.5,62.5,62.5,62.5,62.5,50.0,62.5,50.0,62.5,62.5,8
90,98.06,98.22,98.38,98.06,98.22,98.06,98.06,97.9,97.57,96.6,96.28,618
91,88.14,89.83,89.83,89.83,88.14,88.14,89.83,89.83,89.83,91.53,91.53,59
92,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,12
93,75.86,70.69,70.69,67.24,62.07,63.79,56.9,58.62,46.55,44.83,44.83,58
94,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,57.14,42.86,28.57,28.57,28.57,28.57,28.57,42.86,57.14,57.14,7
97,79.37,79.37,77.78,76.19,79.37,79.37,80.95,79.37,82.54,79.37,77.78,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,3
99,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,19
100,66.67,66.67,66.67,50.0,50.0,50.0,33.33,33.33,33.33,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,40.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
