images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773,93.46166581397728,93.2265200040929,93.24718612503837,93.22624680241482,93.1553760360176,92.85854087792897,92.75572597974009,92.25462089430063,91.77388212421978,90.75026501586004,89.68543947610766
