category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,92.4139093357271,89.85687163375225,89.13858617594255,49.191310592459594,50.85264362657092,53.49969479353681,88.68872980251348,85.7268895870736,84.82938061041293,85.45703321364454,82.63034111310593,82.67605475763015,66.15741023339318,68.26746409335726,69.29969928186715,92.45874775583484,89.49697486535008,88.9588644524237
Regularoty,7545,91.78268787276342,91.26675546719683,91.14679522862824,39.60208217362492,46.52056196156395,45.15609012591121,79.81508681245857,79.00590589794565,76.35588866799203,83.06141020543407,83.3134141815772,83.59128959575877,64.75974022531477,67.58038833664678,67.32966998011929,91.68957852882703,91.26648111332007,91.10622664015906
