category,images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
Dangerous warning,2228,90.97741921005385,70.64442549371634,60.00859964093356,69.1200314183124,75.40289497307,50.00004937163375
Regularoty,7545,93.04143671305502,75.46624652087473,69.87350695825049,77.66721007289595,77.58746454605698,54.697705765407555
